Date Of Stop	Time Of Stop	SubAgency	Location	Year	Color	Race	Gender	Geolocation	Label
04/28/2016	02:58:00	2nd district, Bethesda	RIVER RD @ WILLARD AVE	2009	BLACK	HISPANIC	F	(38.9612233333333, -77.09625)	0
02/20/2015	19:25:00	2nd district, Bethesda	RIVER RD @ WILLARD AVE	2008	GRAY	BLACK	M	(38.9610416666667, -77.0962966666667)	0
09/04/2013	11:42:00	2nd district, Bethesda	BROOKVILLE RD AT GARFIELD AVE	2007	BLACK	WHITE	F	(38.9429283333333, -77.122615)	0
09/28/2013	09:20:00	2nd district, Bethesda	MASSACHUSETTS AVE @ WESTBARD AVE	2011	BLACK	ASIAN	M	(38.9575233333333, -77.108165)	0
01/29/2015	08:52:00	Headquarters and Special Operations	WAWICK PL SB/ DORSET AVE	2004	GRAY	WHITE	M	(38.9675666666667, -77.0933433333333)	0
08/23/2012	10:34:00	2nd district, Bethesda	NB WISCONSIN AVE / GRAFTON ST	2007	WHITE	ASIAN	F	(38.9643836333333, -77.1382574333333)	0
11/02/2015	10:42:00	Headquarters and Special Operations	MACARTHUR BLVD/WALHONDING RD	2002	MAROON	WHITE	F	(38.9585716666667, -77.130815)	0
08/29/2016	13:48:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6	2012	BLACK	WHITE	M	(38.9585233333333, -77.13096)	0
08/11/2016	18:28:00	2nd district, Bethesda	5600 LITTLE FALLS PKWY	2003	SILVER	WHITE	F	(38.9606183333333, -77.1038783333333)	0
04/09/2018	10:47:00	2nd district, Bethesda	WISCONSIN AVE/S PARK AVE	2008	WHITE	WHITE	M	(38.9655433333333, -77.08796)	0
11/14/2013	09:13:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2000	GRAY	WHITE	F	(38.9645066666667, -77.1381883333333)	0
08/22/2014	05:44:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2012	SILVER	WHITE	M	(38.9626466666667, -77.1347116666667)	0
07/09/2015	09:23:00	2nd district, Bethesda	RIVER RD/ BROOKSIDE DR	2014	BLUE	OTHER	M	(38.9659916666667, -77.1057016666667)	0
09/24/2016	10:58:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 7	2008	SILVER	WHITE	M	(38.9644239333333, -77.1382437166667)	0
11/19/2014	21:27:00	2nd district, Bethesda	WISCONSIN AVENUE AT WILLARD AVENUE	2013	RED	OTHER	M	(38.96151, -77.1338066666667)	0
08/22/2014	05:36:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2007	SILVER	WHITE	M	(38.9626383333333, -77.1347416666667)	0
04/20/2015	22:14:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2012	RED	ASIAN	F	(38.8702933333333, -94.6109883333333)	0
03/13/2017	10:21:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6	2001	BLACK	WHITE	M	(38.9457783333333, -77.1234716666667)	0
04/15/2015	23:44:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2013	GRAY	OTHER	M	(38.9640816666667, -77.1358983333333)	0
04/18/2015	11:08:00	5th district, Germantown	UNIVERSITY/OXFORD	2008	BLACK	WHITE	M	(38.96788, -77.140675)	0
10/22/2012	13:29:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6	2011	WHITE	WHITE	F	(38.9427170666667, -77.12270905)	0
06/01/2013	02:39:00	2nd district, Bethesda	270 AND 370	1993	SILVER	WHITE	F	(38.9626583333333, -77.134785)	0
09/30/2013	18:29:00	2nd district, Bethesda	WILLARD AVE / N PARK AVE	2006	GRAY	WHITE	M	(38.9632216666667, -77.09151)	0
11/21/2017	13:30:00	2nd district, Bethesda	FRIENDSHIP BLVD@ SOUTH PARK AVE	2016	WHITE	WHITE	F	(38.9631833333333, -77.0885466666667)	0
03/17/2015	10:56:00	2nd district, Bethesda	UNIVERSITY/OXFORD	2014	GRAY	WHITE	F	(38.9480416666667, -77.120095)	0
07/20/2018	10:10:00	2nd district, Bethesda	WISCONSIN / WILLARD	2013	GREEN	BLACK	F	(38.961785, -77.086065)	0
09/11/2014	08:56:00	2nd district, Bethesda	SPRINGFIELD RD/CROMWELL DR	2014	SILVER	WHITE	M	(38.9660783333333, -77.1162183333333)	0
10/03/2014	16:38:00	2nd district, Bethesda	WISCONSIN AVE AND WESTERN AVE	2007	WHITE	WHITE	M	(38.96116, -77.0857733333333)	0
03/13/2017	10:30:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2010	BLACK	OTHER	M	(38.9457783333333, -77.1235433333333)	0
05/05/2017	15:30:00	2nd district, Bethesda	EB NORBECK ROAD AT BEL PRE	2007	GRAY	OTHER	M	(38.9662266666667, -77.1019566666667)	0
08/11/2016	02:10:00	2nd district, Bethesda	WILLARD / FRIENDSHIP	2015	BLACK	WHITE	M	(38.9623466666667, -77.0887166666667)	0
10/17/2017	10:22:00	2nd district, Bethesda	RIVER ROAD AT VENTNOR ROAD	2002	SILVER	WHITE	F	(38.9614833333333, -77.0986266666667)	0
07/12/2013	11:04:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2004	BLUE, DARK	WHITE	F	(38.9455516666667, -77.12332)	0
03/25/2015	18:14:00	2nd district, Bethesda	DORSET AVE/ DEAL LANE	1988	WHITE	WHITE	M	(38.967525, -77.0911766666667)	0
07/08/2014	11:06:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2005	BLACK	WHITE	M	(38.9454366666667, -77.123565)	0
11/22/2017	22:37:00	2nd district, Bethesda	RIVER RD @ DORSET AVE	2007	GRAY	WHITE	M	(38.9454216666667, -77.1234416666667)	0
01/03/2016	23:00:00	4th district, Wheaton	RIVER RD / WHITTIER BLVD	2004	GRAY	BLACK	M	(38.9678333333333, -77.14072)	0
09/15/2016	19:20:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2015	SILVER	WHITE	F	(38.96576, -77.105205)	0
11/02/2015	10:40:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2013	SILVER	WHITE	F	(38.9692516666667, -77.0775666666667)	0
03/29/2015	13:12:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2009	WHITE	BLACK	M	(38.9585066666667, -77.13089)	0
12/13/2015	08:04:00	2nd district, Bethesda	WISCONSIN AVE @ WILLARD AVE	1999	GRAY	WHITE	M	(38.9615633333333, -77.08626)	0
09/17/2017	13:37:00	2nd district, Bethesda	ELLSWORTH DR AND FENTON ST	1998	BLACK	WHITE	M	(38.9584216666667, -77.1308)	0
11/30/2015	14:26:00	2nd district, Bethesda	MASSACHUSETTS AVE/LITTLE FALLS PKWY	1994	RED	WHITE	F	(38.95773, -77.108285)	0
12/11/2014	02:21:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2002	WHITE	ASIAN	F	(38.96092, -77.1329666666667)	0
11/04/2015	00:56:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2011	BLUE	BLACK	F	(38.95861, -77.13096)	0
08/01/2016	10:39:00	2nd district, Bethesda	UNIVERSITY/OXFORD	2013	WHITE	BLACK	F	(38.9457333333333, -77.1233116666667)	0
12/31/2015	08:19:00	2nd district, Bethesda	RIVER RD AT WESTBARD AVE	2002	GRAY	WHITE	M	(38.9678283333333, -77.13805)	0
03/15/2017	07:58:00	2nd district, Bethesda	RIVER RD AND BROOKSIDE DR	2007	WHITE	WHITE	F	(38.9592083333333, -77.108605)	0
12/18/2014	21:39:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2014	WHITE	ASIAN	M	(38.96125, -77.1334283333333)	0
02/22/2012	10:45:00	2nd district, Bethesda	MAC ARTHUR BLVD / WALHONDING RD	2001	WHITE	HISPANIC	M	(38.9615166666667, -77.0861783333333)	0
09/29/2013	13:46:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2013	BLACK	WHITE	M	(38.958445, -77.130995)	0
08/17/2012	12:21:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2011	GRAY	WHITE	M	(38.9643753666667, -77.1384279833333)	0
09/19/2012	19:40:00	2nd district, Bethesda	DEAL PL/DEAL PL	2009	RED	ASIAN	F	(38.9687498333333, -77.0915183)	0
12/02/2017	00:27:00	2nd district, Bethesda	NB WISCONSIN AVE AT GRAFTON ST	2016	BEIGE	BLACK	M	(38.96701, -77.08845)	0
12/04/2014	21:53:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2007	SILVER	WHITE	F	(38.9672466666667, -77.13794)	0
03/28/2015	11:08:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2014	GOLD	WHITE	M	(38.9583233333333, -77.1307583333333)	0
05/11/2015	18:28:00	2nd district, Bethesda	DORSET AVE/ RIVER RD	2013	RED	WHITE	F	(38.96948, -77.1087733333333)	0
03/19/2018	09:19:00	2nd district, Bethesda	N PARK/FRIENDSHIP BV	2014	WHITE	BLACK	M	(38.9634983333333, -77.0906183333333)	0
12/31/2012	10:23:00	2nd district, Bethesda	LOCK 6 ON CLARA BARTON PKWY	2013	SILVER	BLACK	F	(38.9428335333333, -77.1229454666667)	0
08/07/2013	10:58:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6 SB	2012	GRAY	OTHER	M	(38.9430916666667, -77.1229116666667)	0
09/04/2014	21:58:00	2nd district, Bethesda	NB WISCONSIN AVE AT OLIVER ST	2004	BLACK	WHITE	F	(38.969295, -77.13934)	0
10/27/2014	14:24:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2009	RED	WHITE	M	(38.9691533333333, -77.1389433333333)	0
05/03/2013	12:49:00	2nd district, Bethesda	THE HILLS PLAZA@ WILLARD AVE	2006	WHITE	WHITE	M	(38.94286635, -77.1227263333333)	0
02/20/2015	19:25:00	2nd district, Bethesda	WISCONSIN AVE / SOMERSET TER	2008	BLACK	BLACK	M	(38.9610416666667, -77.0962966666667)	0
04/02/2018	08:17:00	2nd district, Bethesda	RIVER ROAD AND DORSETAVE	1999	WHITE	HISPANIC	M	(38.968255, -77.1053516666667)	0
08/31/2012	14:18:00	5th district, Germantown	CLARA BARTON PKWY/LOCK 6 S/B	2013	RED	WHITE	M	(38.9680766666667, -77.1407)	0
05/23/2016	21:37:00	2nd district, Bethesda	RAMP FROM CABIN JOHN PKWY @ MACARTHUR BV	2015	BLACK	BLACK	M	(38.9428085166667, -77.1227735666667)	0
01/26/2015	10:41:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2011	BLUE, LIGHT	OTHER	M	(38.9456266666667, -77.1233733333333)	0
09/15/2014	07:47:00	2nd district, Bethesda	DORESETT AVE @ RIVER ROAD	2002	SILVER	BLACK	F	(38.96964, -77.1095116666667)	0
05/05/2015	04:14:00	2nd district, Bethesda	DORSET AVE/ LITTLE FALLS PARKWAY	2003	SILVER	BLACK	M	(38.9635143333333, -77.1018885)	0
04/21/2016	13:33:00	2nd district, Bethesda	CLARA BARTON PKWY LOCK 6	2015	MAROON	WHITE	F	(38.9644058666667, -77.1382971833333)	0
06/09/2015	18:40:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	1998	BLACK	WHITE	F	(38.9696433333333, -77.10873)	0
09/29/2013	11:08:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2010	BLACK	WHITE	F	(38.9428183333333, -77.12259)	0
11/21/2012	02:09:00	2nd district, Bethesda	MACARTHUR/OBERLIN	2006	GRAY	WHITE	M	(38.9585583333333, -77.1308016666667)	0
12/21/2015	07:11:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2015	WHITE	WHITE	M	(38.9633016666667, -77.10162)	0
03/29/2015	00:54:00	2nd district, Bethesda	CLARA BARTON PKW @ GLEN ECHO EXIT	2004	GRAY	WHITE	F	(38.9631973166667, -77.1359184)	0
05/22/2012	17:34:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2009	BLUE, DARK	WHITE	M	(38.9500516666667, -77.1203674166667)	0
09/10/2012	13:43:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2015	BLACK	WHITE	M	(38.94275315, -77.12267365)	0
08/21/2014	19:37:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2014	TAN	WHITE	F	(38.9628066666667, -77.1347983333333)	0
12/22/2014	23:15:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2005	BLUE	WHITE	M	(38.961455, -77.133745)	0
07/21/2015	14:40:00	3rd district, Silver Spring	FRIENDSHIP BLVD @ WILLARD AVE	2008	BLUE	HISPANIC	F	(38.968055, -77.1407816666667)	0
09/13/2014	14:04:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	1998	GOLD	WHITE	M	(38.95847, -77.1094866666667)	0
12/06/2017	12:11:00	2nd district, Bethesda	NB WISCONSIN AVE AT OLIVER ST	2005	BLUE	BLACK	M	(38.966715, -77.0884366666667)	0
09/10/2014	22:32:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2000	RED	BLACK	M	(38.96324, -77.13497)	0
11/04/2014	03:37:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2000	GOLD	BLACK	M	(38.9584733333333, -77.130845)	0
05/10/2015	02:49:00	2nd district, Bethesda	DORSET/ DEAL	2014	RED	WHITE	M	(38.9691416666667, -77.1390216666667)	0
10/31/2016	10:41:00	2nd district, Bethesda	RIVER RD/LITTLE FALLS PARKWAY	2006	BLUE	WHITE	F	(38.9586833333333, -77.1308516666667)	0
06/05/2013	10:42:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2006	BLACK	WHITE	M	(38.9428734333333, -77.1227049666667)	0
09/20/2013	11:37:00	2nd district, Bethesda	CLARA BARTON PKWY AND LOCK 6	2008	BLUE	WHITE	M	(38.9427533333333, -77.12244)	0
11/15/2017	09:40:00	2nd district, Bethesda	MASSACHUSSETTS/WESTBARD	2002	BLUE	BLACK	F	(38.961545, -77.088795)	0
06/09/2015	10:56:00	2nd district, Bethesda	WESTABRD AVE/ WESTBARD CIR	2013	GRAY	WHITE	F	(38.9681633333333, -77.0772966666667)	0
07/02/2015	20:00:00	2nd district, Bethesda	FENTON ST/SILVER SPRING AVE	2000	BLACK	WHITE	F	(38.9427216666667, -77.1227683333333)	0
11/20/2014	10:24:00	2nd district, Bethesda	ARLINGTON RD AND LITTLE FALLS PKWY	2013	GRAY	WHITE	M	(38.968825, -77.1009633333333)	0
07/14/2014	02:58:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2009	BLACK	ASIAN	F	(38.9680833333333, -77.1407933333333)	0
06/23/2015	10:00:00	6th district, Gaithersburg / Montgomery Village	MACARTHUR AND WALHONDING	2013	WHITE	WHITE	M	(38.9430916666667, -77.1228)	0
08/20/2014	21:45:00	2nd district, Bethesda	RIVER RD @ LITTLE FALLS PKWY	2001	WHITE	BLACK	F	(38.9635866666667, -77.1020383333333)	0
03/25/2015	13:58:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2008	SILVER	HISPANIC	M	(38.9585866666667, -77.1309283333333)	0
08/02/2014	08:47:00	5th district, Germantown	UNIVERSITY AVE @ OXFORD RD	2004	BLACK	ASIAN	F	(38.9454366666667, -77.123565)	0
02/12/2016	15:34:00	2nd district, Bethesda	WISCONSIN CIRCLE AND WESTERN AVE	1999	BLACK	BLACK	M	(38.96411, -77.08754)	0
12/31/2015	08:25:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2014	BLUE	WHITE	F	(38.958615, -77.130985)	0
05/18/2018	17:26:00	2nd district, Bethesda	79TH PL AT MACARTHUR BLVD	2010	RED	WHITE	U	(38.9695633333333, -77.1410466666667)	0
07/25/2015	18:58:00	5th district, Germantown	OXFORD DR @ UNIVERSITY AVE	2013	WHITE	WHITE	F	(38.9680333333333, -77.1407133333333)	0
08/11/2016	10:24:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2009	GRAY	NATIVE AMERICAN	M	(38.9585866666667, -77.1309533333333)	0
05/09/2018	07:46:00	2nd district, Bethesda	CROMWELL DR/SPRINGFIELD RD	2012	BLACK	WHITE	F	(38.9677866666667, -77.1179633333333)	0
05/07/2016	12:08:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	1987	BLACK	WHITE	M	(38.94321, -77.1154233333333)	0
02/22/2018	21:45:00	2nd district, Bethesda	RIVER RD @ WILLARD AVE	2007	GRAY	WHITE	F	(38.9612183333333, -77.0980966666667)	0
06/27/2015	04:42:00	2nd district, Bethesda	CLARABARTON PKWY/LOCK 6	2009	WHITE	WHITE	F	(38.9679916666667, -77.1407833333333)	0
11/04/2014	05:03:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	1998	GRAY	WHITE	M	(38.9636033333333, -77.1355466666667)	0
12/10/2014	07:51:00	2nd district, Bethesda	DORSET AVE @ BROOKSIDE DR	2014	BLACK	WHITE	F	(38.9682816666667, -77.1052466666667)	0
11/21/2012	08:49:00	2nd district, Bethesda	FRIENDSHIP BLVD AT S PARK AVE	1999	SILVER	WHITE	F	(38.9639266666667, -77.08942)	0
12/04/2012	08:16:00	2nd district, Bethesda	RIVER RD @ LITTLE FALLS PKWY	2003	GOLD	WHITE	F	(38.96286875, -77.1206327)	0
02/22/2016	17:43:00	2nd district, Bethesda	MASSACHUSETTS AVE @ LITTLE FALLS PKWY	2010	GRAY	WHITE	M	(38.9428983333333, -77.1226533333333)	0
04/29/2018	16:44:00	2nd district, Bethesda	WISCONSIN  AVE @ SOMERSET TER	2010	BLUE	WHITE	M	(38.96305, -77.10139)	0
05/17/2015	18:25:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2010	GRAY	BLACK	M	(38.9636233333333, -77.09136)	0
08/29/2015	16:55:00	2nd district, Bethesda	UNIVERSITY/OXFORD	2015	BLUE	WHITE	F	(38.9680766666667, -77.1407)	0
10/17/2012	11:10:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2001	BLACK	WHITE	F	(38.9644215, -77.1383427833333)	0
10/14/2014	23:43:00	2nd district, Bethesda	5331 WILLARD AVE	2009	BLACK	OTHER	U	(38.962425, -77.0954066666667)	0
12/06/2017	22:58:00	2nd district, Bethesda	WISCONSIN AVE / WESTERN AVE	2014	BLUE	BLACK	M	(38.9611866666667, -77.0860716666667)	0
11/06/2015	22:11:00	3rd district, Silver Spring	MACARTHUR BLVD @ SANGAMORE ROAD	2005	MULTICOLOR	WHITE	M	(38.9426783333333, -77.1229016666667)	0
10/22/2012	09:36:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6	2008	WHITE	WHITE	F	(38.9427170666667, -77.12270905)	0
06/29/2012	14:53:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2006	SILVER	WHITE	M	(38.9644389666667, -77.1383886333333)	0
09/17/2014	00:07:00	2nd district, Bethesda	MCARTHUR BLVD @ SANGAMORE RD	1997	GREEN, DK	WHITE	M	(38.9444866666667, -77.11709)	0
04/30/2018	07:12:00	2nd district, Bethesda	RIVER RD @ BUTLER RD	2008	BLACK	WHITE	M	(38.9626233333333, -77.1014183333333)	0
03/08/2013	11:04:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2006	SILVER	WHITE	M	(38.9677866666667, -77.1179633333333)	0
12/11/2014	18:57:00	2nd district, Bethesda	PINEY BRANCH / CARROLL			BLACK	F	(38.9623683333333, -77.1347116666667)	0
04/21/2018	21:46:00	2nd district, Bethesda	WISONSIN @ WILLARD	2008	GRAY	OTHER	F	(38.9641666666667, -77.0872483333333)	0
01/10/2017	22:30:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2012	BLACK	WHITE	F	(38.9613683333333, -77.1335566666667)	0
09/04/2017	01:17:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2006	GRAY	WHITE	F	(38.9641266666667, -77.1359183333333)	0
11/09/2015	13:48:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2012	RED	WHITE	M	(38.9585283333333, -77.1309133333333)	0
03/18/2016	11:21:00	2nd district, Bethesda	CLARA BARTON PWK LOCK 6	1999	BLUE, DARK	OTHER	M	(38.9456733333333, -77.1234)	0
10/23/2017	14:50:00	2nd district, Bethesda	DORSET AVE/ DEVON LN	2004	RED	BLACK	M	(38.9666383333333, -77.1254133333333)	0
11/26/2012	12:23:00	2nd district, Bethesda	CLARA BARTON PKWY/LOCK 6 S/B	2016	WHITE	WHITE	M	(38.9429444833333, -77.1228641666667)	0
12/01/2015	22:57:00	2nd district, Bethesda	RIVER ROAD AND WILLARD AVE.	2004	BLACK	WHITE	F	(38.96071, -77.0975266666667)	0
07/08/2014	10:19:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2016	WHITE	ASIAN	F	(38.942795, -77.12269)	0
06/26/2018	11:45:00	2nd district, Bethesda	MACRTHUR BLVD/ OXFORD RD	2012	WHITE	WHITE	F	(38.969115, -77.139895)	0
07/26/2018	10:00:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2017	BLACK	WHITE	M	(38.9693866666667, -77.109295)	0
06/15/2015	08:10:00	2nd district, Bethesda	LOCK 6 ON CLARA BARTON PKWY	2001	SILVER	WHITE	M	(38.9696305833333, -77.1086426333333)	0
06/08/2016	08:56:00	1st district, Rockville	MASSACHUSETTS AVE @ WESTBARD AVE	2009	BLUE, LIGHT	WHITE	F	(38.960845, -77.1157533333333)	0
06/11/2015	13:49:00	2nd district, Bethesda	MACARTHUR BLVD/ WALHONDING RD	2006	GRAY	BLACK	F	(38.958505, -77.1308566666667)	0
04/06/2015	17:09:00	2nd district, Bethesda	WILLARD AVE @ SHOEMAKER FARM LA	2002	BLACK	HISPANIC	M	(38.9626783333333, -77.09373)	0
03/18/2015	10:27:00	2nd district, Bethesda	RAMP FROM CLARA BARTON PK @ MACARTHUR BV	2007	GRAY	ASIAN	F	(38.9584816666667, -77.1308383333333)	0
12/31/2015	09:04:00	2nd district, Bethesda	MACARTHUR BLVD/WALHONDING RD	2014	GOLD	BLACK	M	(38.9583416666667, -77.1309383333333)	0
03/04/2015	15:28:00	2nd district, Bethesda	RIVER ROAD @ LITTLE FALLS PARKWAY	2013	SILVER	OTHER	F	(38.9585933333333, -77.1309333333333)	0
09/16/2015	22:57:00	3rd district, Silver Spring	GEORGIA AVE/SLIGO AVE	2003	SILVER	BLACK	M	(38.9455233333333, -77.1174733333333)	0
07/30/2013	10:49:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2005	GRAY	WHITE	M	(38.9646039666667, -77.13817655)	0
02/25/2013	12:51:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK  6	2008	BLACK	WHITE	M	(38.9585018333333, -77.1307401666667)	0
07/20/2018	22:15:00	2nd district, Bethesda	WISCONSIN / WILLARD	2000	RED	BLACK	F	(38.958495, -77.13086)	0
08/08/2014	10:53:00	2nd district, Bethesda	CLARA BARTON PKWY @ LOCK 6 SB	2003	GRAY	BLACK	M	(38.943295, -77.1227516666667)	0
11/04/2013	14:18:00	2nd district, Bethesda	WISCONSIN CIR & BUS LOOP EXIT	2009	WHITE	HISPANIC	M	(38.9429383333333, -77.1228266666667)	0
03/17/2015	11:03:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2011	WHITE	HISPANIC	F	(38.9582816666667, -77.1309516666667)	0
03/19/2015	11:23:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2001	BLACK	BLACK	F	(38.9584716666667, -77.1310183333333)	0
08/14/2016	17:53:00	2nd district, Bethesda	CLARA BARTON PKWY AT LOCK 6	2016	GRAY	WHITE	M	(38.9650883333333, -77.1035233333333)	0
12/04/2014	21:53:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2007	SILVER	WHITE	M	(38.9672466666667, -77.13794)	0
07/11/2014	08:27:00	2nd district, Bethesda	OXFORD DR @ UNIVERSITY AVE	2004	GOLD	WHITE	F	(38.9677933333333, -77.1408583333333)	0
08/11/2016	10:01:00	2nd district, Bethesda	MACARTHUR AND WALHONDING	2009	BLACK	BLACK	M	(38.969135, -77.139915)	0
12/23/2014	22:51:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2014	PURPLE	WHITE	F	(38.9642633333333, -77.1376833333333)	0
11/21/2012	20:48:00	2nd district, Bethesda	WILLARD AVE AT N PARK AVE	2003	RED	BLACK	M	(38.9627766666667, -77.0933983333333)	0
06/11/2018	18:29:00	2nd district, Bethesda	5311 FRIENDSHIP BLVD	2004	GREEN	HISPANIC	F	(38.9609416666667, -77.0881333333333)	0
02/19/2018	23:41:00	2nd district, Bethesda	LITTLE FALLS PARKWAY AND RIVER ROAD	2014	BLUE	WHITE	M	(38.96184, -77.1183333333333)	0
06/09/2012	11:47:00	2nd district, Bethesda	OXFORD RD @ UNIVERSITY AVE	1994	BLACK	BLACK	M	(38.9681333333333, -77.138475)	0
11/13/2013	10:00:00	Headquarters and Special Operations	SB 355 @ S PARK AVE	2011	SILVER	HISPANIC	M	(38.963145, -77.0876933333333)	0
05/30/2012	19:37:00	2nd district, Bethesda	S PARK AVE @ THE HILLS PLZ	2007	TAN	WHITE	M	(38.9630565833333, -77.0884193666667)	0
02/24/2015	21:47:00	2nd district, Bethesda	OXFORD RD @ UNIVERSITY AVE	2000	BEIGE	WHITE	M	(38.8702933333333, -94.6109883333333)	0
05/02/2015	09:42:00	5th district, Germantown	MACARTHUR AND WALHONDING	2000	TAN	WHITE	M	(38.967875, -77.140675)	0
04/21/2016	10:16:00	2nd district, Bethesda	MASSACHUSETTS AVE / FALMOUTH RD	2009	SILVER	WHITE	M	(38.9552833333333, -77.1050066666667)	0
04/21/2013	17:08:00	2nd district, Bethesda	5013 SANGAMORE RD	2007	BLACK	BLACK	F	(38.9618133333333, -77.0863)	0
03/28/2015	13:46:00	5th district, Germantown	OXFORD RD @ UNIVERSITY AVE	2006	BLUE	WHITE	M	(38.967235, -77.1401383333333)	0
09/12/2013	09:56:00	2nd district, Bethesda	OLD GEORGETOWN RD @ DEMOCRACY BLVD	2012	GRAY	WHITE	M	(38.9427833333333, -77.1227816666667)	0
10/25/2013	16:47:00	2nd district, Bethesda	RIVER RD @ DORSET AVE	2005	RED	WHITE	M	(38.9585416666667, -77.1308983333333)	0
05/04/2018	00:17:00	2nd district, Bethesda	MASSACHUSSETTS/WESTBARD	2011	BLACK	WHITE	M	(38.9543, -77.1044116666667)	0
11/08/2016	13:24:00	2nd district, Bethesda	MACARTHUR BLV @ WALHONDING RD	2006	SILVER	WHITE	F	(38.9623883333333, -77.0919116666667)	0
12/20/2017	09:26:00	2nd district, Bethesda	4503 DALTON RD	2001	YELLOW	WHITE	M	(38.9563766666667, -77.09469)	0
07/05/2018	23:17:00	2nd district, Bethesda	RIVER ROAD AT SARATOGO AVENUE	2014	SILVER	WHITE	M	(38.9637916666667, -77.1023866666667)	0
05/30/2015	10:07:00	2nd district, Bethesda	DORSET AVE/ DEAL LANE	2008	SILVER	WHITE	M	(38.96742, -77.0904533333333)	0
05/10/2015	02:14:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2014	GRAY	BLACK	M	(38.9635183333333, -77.1353266666667)	0
08/22/2014	00:54:00	2nd district, Bethesda	MACARTHUR BLVD AND OBERLIN AVE	2013	SILVER	OTHER	M	(38.9636133333333, -77.1353183333333)	0
05/01/2012	09:36:00	2nd district, Bethesda	S/B CLARA BARTON PKWY @ LOCK 7	2004	BLACK	WHITE	M	(38.9644101833333, -77.1383311833333)	0
